gagename,dtime_edt,rainfall_in
7,2021-03-19T04:45:00Z,0.02
7,2021-03-19T05:00:00Z,0.01
7,2021-03-24T15:00:00Z,0.01
7,2021-03-24T15:15:00Z,0.01
7,2021-03-24T15:30:00Z,0.02
7,2021-03-24T15:45:00Z,0.03
7,2021-03-24T16:00:00Z,0.01
7,2021-03-24T16:15:00Z,0.01
7,2021-03-24T16:30:00Z,0.02
7,2021-03-24T16:45:00Z,0.02
7,2021-03-24T17:00:00Z,0.03
7,2021-03-24T17:15:00Z,0.1
7,2021-03-24T17:30:00Z,0.12
7,2021-03-24T17:45:00Z,0.04
7,2021-03-24T18:00:00Z,0.06
7,2021-03-24T18:15:00Z,0.15
7,2021-03-24T18:30:00Z,0.14
7,2021-03-24T18:45:00Z,0.07
7,2021-03-24T19:00:00Z,0.06
7,2021-03-24T19:15:00Z,0.06
7,2021-03-24T19:30:00Z,0.04
7,2021-03-24T19:45:00Z,0.09
7,2021-03-24T20:00:00Z,0.03
7,2021-03-24T20:15:00Z,0.03
7,2021-03-24T20:30:00Z,0.03
7,2021-03-24T20:45:00Z,0.04
7,2021-03-24T21:00:00Z,0.03
7,2021-03-24T21:15:00Z,0.02
7,2021-03-24T21:30:00Z,0.03
7,2021-03-24T21:45:00Z,0.02
7,2021-03-24T22:00:00Z,0.05
7,2021-03-24T22:15:00Z,0.17
7,2021-03-24T22:30:00Z,0.03
7,2021-03-24T22:45:00Z,0.01
7,2021-03-24T23:00:00Z,0.01
7,2021-03-24T23:15:00Z,0.01
7,2021-03-25T00:30:00Z,0.01
7,2021-03-25T01:00:00Z,0.01
7,2021-03-26T02:15:00Z,0.01
7,2021-03-26T04:45:00Z,0.01
7,2021-03-28T12:30:00Z,0.01
7,2021-03-28T12:45:00Z,0.07
7,2021-03-28T13:00:00Z,0.04
7,2021-03-28T13:15:00Z,0.03
7,2021-03-28T13:30:00Z,0.01
7,2021-03-28T13:45:00Z,0.02
7,2021-03-28T14:00:00Z,0.02
7,2021-03-28T14:15:00Z,0.01
7,2021-03-28T14:30:00Z,0.01
7,2021-03-28T14:45:00Z,0.05
7,2021-03-28T15:00:00Z,0.03
7,2021-03-28T15:15:00Z,0.01
7,2021-03-28T15:45:00Z,0.01
7,2021-03-28T23:15:00Z,0.07
7,2021-03-28T23:30:00Z,0.03
7,2021-03-28T23:45:00Z,0.01
7,2021-03-29T00:00:00Z,0.04
7,2021-03-29T00:15:00Z,0.03
7,2021-03-29T00:30:00Z,0.01
7,2021-03-31T18:15:00Z,0.02
7,2021-03-31T18:30:00Z,0.01
7,2021-03-31T18:45:00Z,0.02
7,2021-03-31T19:00:00Z,0.01
7,2021-03-31T19:15:00Z,0.03
7,2021-03-31T19:30:00Z,0.02
7,2021-03-31T19:45:00Z,0.03
7,2021-03-31T20:00:00Z,0.03
7,2021-03-31T20:15:00Z,0.03
7,2021-03-31T20:30:00Z,0.05
7,2021-03-31T20:45:00Z,0.03
7,2021-03-31T21:15:00Z,0.01
7,2021-03-31T21:45:00Z,0.02
7,2021-03-31T22:00:00Z,0.01
7,2021-03-31T22:15:00Z,0.01
7,2021-03-31T22:30:00Z,0.02
7,2021-03-31T22:45:00Z,0.01
7,2021-03-31T23:00:00Z,0.01
7,2021-03-31T23:15:00Z,0.01
7,2021-03-31T23:30:00Z,0.01
7,2021-03-31T23:45:00Z,0.01
7,2021-04-01T00:00:00Z,0.02
7,2021-04-01T00:15:00Z,0.02
7,2021-04-01T00:30:00Z,0.02
7,2021-04-01T00:45:00Z,0.01
7,2021-04-01T01:00:00Z,0.01
7,2021-04-01T04:30:00Z,0.01
7,2021-04-01T04:45:00Z,0.01
7,2021-04-01T11:15:00Z,0.01
7,2021-04-01T12:30:00Z,0.01
7,2021-04-07T14:00:00Z,0.01
7,2021-04-10T08:15:00Z,0.08
7,2021-04-10T08:30:00Z,0.07
7,2021-04-10T08:45:00Z,0.01
7,2021-04-11T09:00:00Z,0.01
7,2021-04-11T09:15:00Z,0.05
7,2021-04-11T09:30:00Z,0.05
7,2021-04-11T09:45:00Z,0.05
7,2021-04-11T10:00:00Z,0.02
7,2021-04-11T10:15:00Z,0.01
7,2021-04-11T10:30:00Z,0.01
7,2021-04-11T10:45:00Z,0.01
7,2021-04-11T11:00:00Z,0.03
7,2021-04-11T11:15:00Z,0.03
7,2021-04-11T11:30:00Z,0.01
7,2021-04-11T11:45:00Z,0.03
7,2021-04-11T12:00:00Z,0.02
7,2021-04-11T12:15:00Z,0.01
7,2021-04-11T12:30:00Z,0.02
7,2021-04-11T12:45:00Z,0.02
7,2021-04-11T13:00:00Z,0.02
7,2021-04-11T13:15:00Z,0.1
7,2021-04-11T13:30:00Z,0.01
7,2021-04-11T19:15:00Z,0.01
7,2021-04-12T04:00:00Z,0.01
7,2021-04-12T04:15:00Z,0.01
7,2021-04-12T04:30:00Z,0.03
7,2021-04-12T04:45:00Z,0.1
7,2021-04-12T05:00:00Z,0.05
7,2021-04-12T06:00:00Z,0.01
7,2021-04-12T19:15:00Z,0.01
7,2021-04-13T07:30:00Z,0.01
7,2021-04-13T09:30:00Z,0.01
7,2021-04-16T04:00:00Z,0.01
7,2021-04-21T18:00:00Z,0.04
7,2021-04-25T04:45:00Z,0.01
7,2021-04-25T05:00:00Z,0.01
7,2021-04-25T05:15:00Z,0.02
7,2021-04-25T05:30:00Z,0.03
7,2021-04-25T05:45:00Z,0.03
7,2021-04-25T06:00:00Z,0.03
7,2021-04-25T06:15:00Z,0.02
7,2021-04-25T06:30:00Z,0.01
7,2021-04-25T06:45:00Z,0.04
7,2021-04-25T07:00:00Z,0.04
7,2021-04-25T07:15:00Z,0.01
7,2021-04-25T07:30:00Z,0.04
7,2021-04-25T07:45:00Z,0.03
7,2021-04-25T08:00:00Z,0.02
7,2021-04-25T08:30:00Z,0.01
7,2021-04-25T09:00:00Z,0.02
7,2021-04-25T09:15:00Z,0.03
7,2021-04-25T09:30:00Z,0.03
7,2021-04-25T09:45:00Z,0.03
7,2021-04-25T10:00:00Z,0.03
7,2021-04-25T10:15:00Z,0.04
7,2021-04-25T10:30:00Z,0.02
7,2021-04-25T10:45:00Z,0.02
7,2021-04-25T11:00:00Z,0.02
7,2021-04-25T11:15:00Z,0.01
7,2021-04-29T17:45:00Z,0.03
7,2021-04-29T18:00:00Z,0.01
7,2021-04-30T00:00:00Z,0.16
7,2021-04-30T00:15:00Z,0.27
7,2021-04-30T00:30:00Z,0.01
7,2021-04-30T03:00:00Z,0.01
7,2021-04-30T17:30:00Z,0.01
7,2021-04-30T17:45:00Z,0.01
7,2021-05-03T23:45:00Z,0.01
7,2021-05-04T00:00:00Z,0.03
7,2021-05-04T00:15:00Z,0.04
7,2021-05-04T03:00:00Z,0.01
7,2021-05-04T03:15:00Z,0.01
7,2021-05-04T04:00:00Z,0.01
7,2021-05-04T04:15:00Z,0.02
7,2021-05-04T04:45:00Z,0.05
7,2021-05-04T05:00:00Z,0.03
7,2021-05-04T05:15:00Z,0.01
7,2021-05-04T07:30:00Z,0.01
7,2021-05-04T07:45:00Z,0.01
7,2021-05-04T08:00:00Z,0.02
7,2021-05-04T08:15:00Z,0.01
7,2021-05-05T13:30:00Z,0.01
7,2021-05-05T13:45:00Z,0.01
7,2021-05-05T14:00:00Z,0.01
7,2021-05-05T14:15:00Z,0.01
7,2021-05-05T14:45:00Z,0.01
7,2021-05-05T15:00:00Z,0.01
7,2021-05-05T15:30:00Z,0.01
7,2021-05-05T15:45:00Z,0.01
7,2021-05-05T16:00:00Z,0.13
7,2021-05-05T16:15:00Z,0.02
7,2021-05-05T16:30:00Z,0.02
7,2021-05-05T16:45:00Z,0.03
7,2021-05-05T17:00:00Z,0.02
7,2021-05-07T23:00:00Z,0.01
7,2021-05-07T23:45:00Z,0.01
7,2021-05-08T02:00:00Z,0.02
7,2021-05-08T05:00:00Z,0.01
7,2021-05-08T06:30:00Z,0.01
7,2021-05-08T06:45:00Z,0.01
7,2021-05-08T07:00:00Z,0.05
7,2021-05-08T07:15:00Z,0.1
7,2021-05-08T07:30:00Z,0.21
7,2021-05-08T07:45:00Z,0.06
7,2021-05-08T08:00:00Z,0.03
7,2021-05-08T08:15:00Z,0.01
7,2021-05-08T08:30:00Z,0.01
7,2021-05-08T08:45:00Z,0.01
7,2021-05-08T09:45:00Z,0.01
7,2021-05-09T17:45:00Z,0.01
7,2021-05-09T22:45:00Z,0.01
7,2021-05-09T23:00:00Z,0.01
7,2021-05-09T23:15:00Z,0.01
7,2021-05-26T22:15:00Z,0.02
7,2021-05-26T22:30:00Z,0.02
7,2021-05-26T23:15:00Z,0.01
7,2021-05-26T23:30:00Z,0.01
7,2021-05-27T01:00:00Z,0.02
7,2021-05-27T01:30:00Z,0.01
7,2021-05-27T01:45:00Z,0.01
7,2021-05-27T02:15:00Z,0.34
7,2021-05-27T02:45:00Z,0.02
7,2021-05-27T03:00:00Z,0.01
7,2021-05-27T03:15:00Z,0.09
7,2021-05-27T03:30:00Z,0.04
7,2021-05-27T03:45:00Z,0.01
7,2021-05-27T04:00:00Z,0.01
7,2021-05-28T19:30:00Z,0.02
7,2021-05-28T19:45:00Z,0.11
7,2021-05-28T20:00:00Z,0.04
7,2021-05-28T20:15:00Z,0.03
7,2021-05-28T21:00:00Z,0.09
7,2021-05-28T21:15:00Z,0.07
7,2021-05-28T21:45:00Z,0.01
7,2021-05-28T22:30:00Z,0.06
7,2021-05-28T22:45:00Z,0.02
7,2021-05-28T23:00:00Z,0.02
7,2021-05-28T23:15:00Z,0.06
7,2021-05-28T23:30:00Z,0.01
7,2021-05-29T01:00:00Z,0.01
7,2021-05-29T01:15:00Z,0.04
7,2021-05-29T01:30:00Z,0.06
7,2021-05-29T01:45:00Z,0.06
7,2021-05-29T02:00:00Z,0.07
7,2021-05-29T02:15:00Z,0.04
7,2021-05-29T02:30:00Z,0.05
7,2021-05-29T02:45:00Z,0.05
7,2021-05-29T03:00:00Z,0.03
7,2021-05-29T03:15:00Z,0.04
7,2021-05-29T03:30:00Z,0.04
7,2021-05-29T03:45:00Z,0.03
7,2021-05-29T04:00:00Z,0.03
7,2021-05-29T04:15:00Z,0.03
7,2021-05-29T04:30:00Z,0.03
7,2021-05-29T04:45:00Z,0.02
7,2021-05-29T05:00:00Z,0.01
7,2021-05-29T05:15:00Z,0.01
7,2021-05-29T05:45:00Z,0.01
7,2021-05-29T07:15:00Z,0.01
7,2021-05-29T07:45:00Z,0.01
7,2021-05-29T08:00:00Z,0.01
7,2021-05-29T08:15:00Z,0.02
7,2021-05-29T08:45:00Z,0.01
7,2021-05-29T10:00:00Z,0.01
7,2021-05-29T10:15:00Z,0.02
7,2021-05-29T10:30:00Z,0.02
7,2021-05-29T11:00:00Z,0.02
7,2021-05-29T11:15:00Z,0.03
7,2021-05-29T11:30:00Z,0.05
7,2021-05-29T11:45:00Z,0.05
7,2021-05-29T12:00:00Z,0.05
7,2021-05-29T12:15:00Z,0.05
7,2021-05-29T12:30:00Z,0.04
7,2021-05-29T12:45:00Z,0.04
7,2021-05-29T13:00:00Z,0.03
7,2021-05-29T13:15:00Z,0.01
7,2021-05-29T13:30:00Z,0.02
7,2021-05-29T13:45:00Z,0.02
7,2021-05-29T14:00:00Z,0.03
7,2021-05-29T14:15:00Z,0.03
7,2021-05-29T14:30:00Z,0.02
7,2021-05-29T15:30:00Z,0.02
7,2021-05-29T15:45:00Z,0.01
7,2021-05-29T17:00:00Z,0.01
7,2021-05-29T17:45:00Z,0.01
7,2021-05-29T18:00:00Z,0.01
7,2021-05-29T18:15:00Z,0.01
7,2021-05-30T01:30:00Z,0.01
7,2021-05-30T09:00:00Z,0.02
7,2021-05-30T09:15:00Z,0.02
7,2021-05-30T09:30:00Z,0.02
7,2021-05-30T09:45:00Z,0.02
7,2021-05-30T10:00:00Z,0.02
7,2021-05-30T10:15:00Z,0.02
7,2021-05-30T10:30:00Z,0.02
7,2021-05-30T10:45:00Z,0.02
7,2021-05-30T11:00:00Z,0.02
7,2021-05-30T11:30:00Z,0.01
7,2021-05-30T12:00:00Z,0.01
7,2021-05-30T12:45:00Z,0.01
7,2021-05-30T13:45:00Z,0.01
7,2021-05-30T14:00:00Z,0.01
7,2021-05-30T14:15:00Z,0.01
7,2021-05-30T14:30:00Z,0.01
7,2021-05-30T14:45:00Z,0.01
7,2021-05-30T15:30:00Z,0.01
7,2021-05-30T15:45:00Z,0.01
7,2021-05-30T16:30:00Z,0.01
7,2021-05-30T17:00:00Z,0.01
7,2021-05-30T17:30:00Z,0.01
7,2021-05-30T18:00:00Z,0.01
7,2021-05-30T19:45:00Z,0.01
7,2021-06-03T09:30:00Z,0.01
7,2021-06-03T11:30:00Z,0.01
7,2021-06-03T22:00:00Z,0.006
7,2021-06-03T22:15:00Z,0.189
7,2021-06-03T22:30:00Z,0.034
7,2021-06-03T22:45:00Z,0.001
7,2021-06-03T23:00:00Z,0.017
7,2021-06-03T23:15:00Z,0.036
7,2021-06-03T23:30:00Z,0.073
7,2021-06-03T23:45:00Z,0.075
7,2021-06-04T00:00:00Z,0.099
7,2021-06-04T00:15:00Z,0.103
7,2021-06-04T00:30:00Z,0.033
7,2021-06-04T00:45:00Z,0.056
7,2021-06-04T01:00:00Z,0.001
7,2021-06-04T01:15:00Z,0.001
7,2021-06-04T02:00:00Z,0.017
7,2021-06-04T02:15:00Z,0.01
7,2021-06-04T02:30:00Z,0.011
7,2021-06-04T02:45:00Z,0.008
7,2021-06-04T03:00:00Z,0.001
7,2021-06-04T03:30:00Z,0.008
7,2021-06-04T03:45:00Z,0.001
7,2021-06-04T19:45:00Z,0.087
7,2021-06-04T20:00:00Z,0.247
7,2021-06-04T20:15:00Z,0.052
7,2021-06-04T20:30:00Z,0.009
7,2021-06-08T18:00:00Z,0.001
7,2021-06-08T18:15:00Z,0.003
7,2021-06-08T18:30:00Z,0.024
7,2021-06-08T18:45:00Z,0.031
7,2021-06-08T19:00:00Z,0.026
7,2021-06-08T19:15:00Z,0.002
7,2021-06-08T20:30:00Z,0.007
7,2021-06-08T20:45:00Z,0.004
7,2021-06-08T21:00:00Z,0.008
7,2021-06-08T21:15:00Z,0.015
7,2021-06-08T21:30:00Z,0.028
7,2021-06-08T21:45:00Z,0.022
7,2021-06-08T22:00:00Z,0.046
7,2021-06-08T22:15:00Z,0.039
7,2021-06-08T22:30:00Z,0.03
7,2021-06-08T22:45:00Z,0.022
7,2021-06-08T23:00:00Z,0.012
7,2021-06-08T23:15:00Z,0.009
7,2021-06-09T03:00:00Z,0.001
7,2021-06-09T20:30:00Z,0.002
7,2021-06-09T21:15:00Z,0.003
7,2021-06-10T15:15:00Z,0.005
7,2021-06-11T14:30:00Z,0.003
7,2021-06-11T14:45:00Z,0.011
7,2021-06-11T15:00:00Z,0.001
7,2021-06-11T16:00:00Z,0.011
7,2021-06-11T16:15:00Z,0.001
7,2021-06-11T16:30:00Z,0.001
7,2021-06-11T16:45:00Z,0.008
7,2021-06-11T17:00:00Z,0.001
7,2021-06-11T17:15:00Z,0.009
7,2021-06-11T17:30:00Z,0.003
7,2021-06-11T17:45:00Z,0.009
7,2021-06-11T18:00:00Z,0.001
7,2021-06-11T18:30:00Z,0.008
7,2021-06-11T18:45:00Z,0.018
7,2021-06-11T19:00:00Z,0.002
7,2021-06-11T19:15:00Z,0.017
7,2021-06-11T19:30:00Z,0.003
7,2021-06-11T19:45:00Z,0.007
7,2021-06-11T20:00:00Z,0.001
7,2021-06-15T00:45:00Z,0.011
7,2021-06-15T01:00:00Z,0.536
7,2021-06-15T01:15:00Z,0.105
7,2021-06-15T01:30:00Z,0.02
7,2021-06-15T01:45:00Z,0.013
7,2021-06-15T02:00:00Z,0.003
7,2021-06-15T02:15:00Z,0.001
7,2021-06-15T04:30:00Z,0.045
7,2021-06-15T04:45:00Z,0.042
7,2021-06-15T05:00:00Z,0.032
7,2021-06-15T05:15:00Z,0.196
7,2021-06-15T05:30:00Z,0.047
7,2021-06-15T05:45:00Z,0.01
7,2021-06-15T06:00:00Z,0.018
7,2021-06-15T06:15:00Z,0.009
7,2021-06-15T06:30:00Z,0.009
7,2021-06-15T06:45:00Z,0.002
7,2021-06-15T07:00:00Z,0.007
7,2021-06-15T07:45:00Z,0.001
7,2021-06-19T06:15:00Z,0.038
7,2021-06-19T06:30:00Z,0.031
7,2021-06-19T06:45:00Z,0.001
7,2021-06-19T07:30:00Z,0.001
7,2021-06-19T07:45:00Z,0.001
7,2021-06-19T08:00:00Z,0.001
7,2021-06-19T08:45:00Z,0.007
7,2021-06-19T20:15:00Z,0.082
7,2021-06-19T20:30:00Z,0.103
7,2021-06-19T20:45:00Z,0.002
7,2021-06-19T21:00:00Z,0.002
7,2021-06-19T21:15:00Z,0.001
7,2021-06-22T00:00:00Z,0.007
7,2021-06-22T00:15:00Z,0.009
7,2021-06-22T00:30:00Z,0.043
7,2021-06-22T00:45:00Z,0.025
7,2021-06-22T01:00:00Z,0.002
7,2021-06-22T01:15:00Z,0.016
7,2021-06-22T01:30:00Z,0.044
7,2021-06-22T01:45:00Z,0.025
7,2021-06-22T02:00:00Z,0.008
7,2021-06-22T02:15:00Z,0.001
7,2021-06-22T03:30:00Z,0.001
7,2021-06-22T04:45:00Z,0.001
7,2021-06-22T16:45:00Z,0.016
7,2021-06-22T17:00:00Z,0.019
7,2021-06-22T17:15:00Z,0.009
7,2021-06-22T17:30:00Z,0.023
7,2021-06-22T17:45:00Z,0.013
7,2021-06-22T18:00:00Z,0.02
7,2021-06-22T18:15:00Z,0.002
7,2021-06-22T18:45:00Z,0.008
7,2021-06-22T19:00:00Z,0.001
7,2021-06-22T19:15:00Z,0.008
7,2021-06-22T19:45:00Z,0.001
7,2021-06-22T20:00:00Z,0.009
7,2021-06-22T20:15:00Z,0.001
7,2021-06-22T20:30:00Z,0.009
7,2021-06-22T21:00:00Z,0.001
7,2021-06-22T21:15:00Z,0.001
7,2021-06-26T10:30:00Z,0.001
7,2021-06-26T10:45:00Z,0.001
7,2021-06-26T11:00:00Z,0.007
7,2021-06-26T11:45:00Z,0.001
7,2021-06-26T14:45:00Z,0.002
7,2021-06-26T15:00:00Z,0.006
7,2021-07-01T01:30:00Z,0.003
7,2021-07-01T01:45:00Z,0.005
7,2021-07-01T02:00:00Z,0.001
7,2021-07-01T16:00:00Z,0.06
7,2021-07-01T16:15:00Z,0.04
7,2021-07-01T16:30:00Z,0.01
7,2021-07-01T17:15:00Z,0.01
7,2021-07-01T20:45:00Z,0.01
7,2021-07-01T21:00:00Z,0.39
7,2021-07-01T21:15:00Z,0.08
7,2021-07-01T21:30:00Z,0.01
7,2021-07-01T21:45:00Z,0.01
7,2021-07-01T22:00:00Z,0.01
7,2021-07-01T22:15:00Z,0.01
7,2021-07-01T22:30:00Z,0.02
7,2021-07-01T22:45:00Z,0.01
7,2021-07-02T02:45:00Z,0.01
7,2021-07-02T03:00:00Z,0.09
7,2021-07-02T03:15:00Z,0.17
7,2021-07-02T03:30:00Z,0.1
7,2021-07-02T03:45:00Z,0.06
7,2021-07-02T04:00:00Z,0.05
7,2021-07-02T04:15:00Z,0.03
7,2021-07-02T04:30:00Z,0.04
7,2021-07-02T04:45:00Z,0.04
7,2021-07-02T05:00:00Z,0.01
7,2021-07-02T05:15:00Z,0.01
7,2021-07-02T07:15:00Z,0.01
7,2021-07-02T08:15:00Z,0.01
7,2021-07-02T20:15:00Z,0.01
7,2021-07-02T20:30:00Z,0.06
7,2021-07-02T20:45:00Z,0.31
7,2021-07-02T21:00:00Z,0.33
7,2021-07-02T21:15:00Z,0.2
7,2021-07-02T21:30:00Z,0.14
7,2021-07-02T21:45:00Z,0.2
7,2021-07-02T22:00:00Z,0.33
7,2021-07-02T22:15:00Z,0.04
7,2021-07-02T22:45:00Z,0.01
7,2021-07-02T23:00:00Z,0.01
7,2021-07-03T00:30:00Z,0.02
7,2021-07-03T17:15:00Z,0.02
7,2021-07-03T17:45:00Z,0.01
7,2021-07-03T20:00:00Z,0.03
7,2021-07-03T22:30:00Z,0.01
7,2021-07-03T22:45:00Z,0.03
7,2021-07-03T23:00:00Z,0.02
7,2021-07-04T00:15:00Z,0.01
7,2021-07-04T00:30:00Z,0.01
7,2021-07-04T06:45:00Z,0.01
7,2021-07-07T03:30:00Z,0.01
7,2021-07-09T03:15:00Z,0.03
7,2021-07-09T03:30:00Z,0.04
7,2021-07-09T03:45:00Z,0.01
7,2021-07-09T04:00:00Z,0.02
7,2021-07-09T04:15:00Z,0.03
7,2021-07-09T04:30:00Z,0.06
7,2021-07-09T04:45:00Z,0.03
7,2021-07-09T05:00:00Z,0.02
7,2021-07-09T05:15:00Z,0.1
7,2021-07-09T05:45:00Z,0.01
7,2021-07-09T06:00:00Z,0.01
7,2021-07-09T06:15:00Z,0.01
7,2021-07-09T06:30:00Z,0.01
7,2021-07-09T06:45:00Z,0.02
7,2021-07-09T07:00:00Z,0.02
7,2021-07-09T07:45:00Z,0.01
7,2021-07-09T08:00:00Z,0.02
7,2021-07-09T08:15:00Z,0.07
7,2021-07-09T08:30:00Z,0.04
7,2021-07-09T08:45:00Z,0.03
7,2021-07-09T09:00:00Z,0.04
7,2021-07-09T09:15:00Z,0.1
7,2021-07-09T09:30:00Z,0.03
7,2021-07-09T09:45:00Z,0.01
7,2021-07-09T10:15:00Z,0.01
7,2021-07-12T18:00:00Z,0.07
7,2021-07-12T20:00:00Z,0.01
7,2021-07-12T20:15:00Z,0.01
7,2021-07-12T21:00:00Z,0.03
7,2021-07-12T21:15:00Z,0.09
7,2021-07-12T21:30:00Z,0.23
7,2021-07-12T21:45:00Z,0.35
7,2021-07-12T22:00:00Z,0.11
7,2021-07-12T22:15:00Z,0.19
7,2021-07-12T22:30:00Z,0.24
7,2021-07-12T22:45:00Z,0.01
7,2021-07-17T23:45:00Z,0.28
7,2021-07-18T00:00:00Z,0.01
7,2021-07-18T01:45:00Z,0.02
7,2021-07-18T02:00:00Z,0.37
7,2021-07-18T02:15:00Z,0.37
7,2021-07-18T02:30:00Z,0.18
7,2021-07-18T02:45:00Z,0.04
7,2021-07-18T03:00:00Z,0.01
7,2021-07-18T03:15:00Z,0.01
7,2021-07-18T05:45:00Z,0.01
7,2021-07-18T10:15:00Z,0.04
7,2021-07-18T10:30:00Z,0.02
7,2021-07-21T19:45:00Z,0.02
7,2021-07-21T23:30:00Z,0.21
7,2021-07-21T23:45:00Z,0.34
7,2021-07-25T21:00:00Z,0.04
7,2021-07-25T21:30:00Z,0.01
7,2021-08-01T17:15:00Z,0.02
7,2021-08-01T18:00:00Z,0.01
7,2021-08-01T18:15:00Z,0.03
7,2021-08-01T20:00:00Z,0.01
7,2021-08-01T20:30:00Z,0.01
7,2021-08-02T02:30:00Z,0.02
7,2021-08-02T02:45:00Z,0.01
7,2021-08-02T05:15:00Z,0.01
7,2021-08-08T04:15:00Z,0.02
7,2021-08-08T04:30:00Z,0.01
7,2021-08-08T04:45:00Z,0.01
7,2021-08-08T05:00:00Z,0.01
7,2021-08-08T05:15:00Z,0.01
7,2021-08-08T05:30:00Z,0.01
7,2021-08-08T05:45:00Z,0.04
7,2021-08-08T06:00:00Z,0.03
7,2021-08-08T06:15:00Z,0.05
7,2021-08-08T06:30:00Z,0.04
7,2021-08-08T06:45:00Z,0.04
7,2021-08-08T07:00:00Z,0.09
7,2021-08-08T07:15:00Z,0.13
7,2021-08-08T07:30:00Z,0.08
7,2021-08-08T07:45:00Z,0.03
7,2021-08-08T08:00:00Z,0.03
7,2021-08-08T08:15:00Z,0.01
7,2021-08-08T08:30:00Z,0.02
7,2021-08-08T08:45:00Z,0.02
7,2021-08-08T09:00:00Z,0.02
7,2021-08-09T22:00:00Z,0.24
7,2021-08-09T22:15:00Z,0.12
7,2021-08-09T22:30:00Z,0.02
7,2021-08-10T07:00:00Z,0.04
7,2021-08-10T07:15:00Z,0.02
7,2021-08-10T08:00:00Z,0.01
7,2021-08-11T01:00:00Z,0.24
7,2021-08-11T01:15:00Z,0.11
7,2021-08-11T01:45:00Z,0.01
7,2021-08-11T02:30:00Z,0.01
7,2021-08-12T00:00:00Z,0.07
7,2021-08-12T00:30:00Z,0.01
7,2021-08-17T17:30:00Z,0.02
7,2021-08-17T17:45:00Z,0.03
7,2021-08-17T18:00:00Z,0.013
7,2021-08-17T18:15:00Z,0.008
7,2021-08-17T18:30:00Z,0.003
7,2021-08-17T18:45:00Z,0.002
7,2021-08-17T19:15:00Z,0.005
7,2021-08-17T19:30:00Z,0.001
7,2021-08-17T19:45:00Z,0.002
7,2021-08-19T00:45:00Z,0.004
7,2021-08-19T01:00:00Z,0.019
7,2021-08-19T04:45:00Z,0.001
7,2021-08-19T05:00:00Z,0.003
7,2021-08-19T05:15:00Z,0.007
7,2021-08-19T05:30:00Z,0.029
7,2021-08-19T05:45:00Z,0.096
7,2021-08-19T06:00:00Z,0.246
7,2021-08-19T06:15:00Z,0.319
7,2021-08-19T06:30:00Z,0.038
7,2021-08-19T06:45:00Z,0.018
7,2021-08-19T07:00:00Z,0.016
7,2021-08-19T07:15:00Z,0.055
7,2021-08-19T07:30:00Z,0.143
7,2021-08-19T07:45:00Z,0.009
7,2021-08-20T12:15:00Z,0.001
7,2021-08-20T12:30:00Z,0.009
7,2021-08-20T12:45:00Z,0.01
7,2021-08-20T13:00:00Z,0.003
7,2021-08-20T13:15:00Z,0.007
7,2021-08-20T13:30:00Z,0.003
7,2021-08-20T13:45:00Z,0.009
7,2021-08-20T14:00:00Z,0.01
7,2021-08-20T14:15:00Z,0.012
7,2021-08-20T14:30:00Z,0.015
7,2021-08-20T14:45:00Z,0.011
7,2021-08-20T15:00:00Z,0.008
7,2021-08-20T15:15:00Z,0.006
7,2021-08-20T15:30:00Z,0.001
7,2021-08-20T16:00:00Z,0.003
7,2021-08-21T21:15:00Z,0.001
7,2021-08-21T21:30:00Z,0.001
7,2021-08-21T21:45:00Z,0.001
7,2021-08-21T23:00:00Z,0.004
7,2021-08-21T23:45:00Z,0.004
7,2021-08-22T00:00:00Z,0.009
7,2021-08-22T00:15:00Z,0.001
7,2021-08-22T00:30:00Z,0.005
7,2021-08-22T01:15:00Z,0.01
7,2021-08-22T01:30:00Z,0.02
7,2021-08-22T01:45:00Z,0.017
7,2021-08-22T02:00:00Z,0.017
7,2021-08-22T02:15:00Z,0.025
7,2021-08-22T02:30:00Z,0.009
7,2021-08-22T02:45:00Z,0.001
7,2021-08-22T05:15:00Z,0.001
7,2021-08-22T05:30:00Z,0.017
7,2021-08-22T05:45:00Z,0.051
7,2021-08-22T06:00:00Z,0.059
7,2021-08-22T06:15:00Z,0.058
7,2021-08-22T06:30:00Z,0.066
7,2021-08-22T06:45:00Z,0.079
7,2021-08-22T07:00:00Z,0.061
7,2021-08-22T07:15:00Z,0.049
7,2021-08-22T07:30:00Z,0.054
7,2021-08-22T07:45:00Z,0.068
7,2021-08-22T08:00:00Z,0.066
7,2021-08-22T08:15:00Z,0.059
7,2021-08-22T08:30:00Z,0.06
7,2021-08-22T08:45:00Z,0.031
7,2021-08-22T09:00:00Z,0.038
7,2021-08-22T09:15:00Z,0.045
7,2021-08-22T09:30:00Z,0.021
7,2021-08-22T09:45:00Z,0.029
7,2021-08-22T10:00:00Z,0.023
7,2021-08-22T10:15:00Z,0.041
7,2021-08-22T10:30:00Z,0.047
7,2021-08-22T10:45:00Z,0.024
7,2021-08-22T11:00:00Z,0.013
7,2021-08-22T11:15:00Z,0.008
7,2021-08-22T11:30:00Z,0.001
7,2021-08-22T11:45:00Z,0.005
7,2021-08-22T12:00:00Z,0.011
7,2021-08-22T12:15:00Z,0.007
7,2021-08-22T12:30:00Z,0.001
7,2021-08-22T13:00:00Z,0.001
7,2021-08-22T13:15:00Z,0.001
